PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,isNull
551,1,1,"Thayer, Mr. John Borland Jr",True,17.0,0,2,17421,110.8833,C70,1,0,False
552,0,2,"Sharp, Mr. Percival James R",True,27.0,0,0,244358,26.0,,0,0,False
553,0,3,"O'Brien, Mr. Timothy",True,,0,0,330979,7.8292,,2,0,True
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",True,22.0,0,0,2620,7.225,,1,0,False
555,1,3,"Ohman, Miss. Velin",False,22.0,0,0,347085,7.775,,0,1,False
556,0,1,"Wright, Mr. George",True,62.0,0,0,113807,26.55,,0,0,False
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",False,48.0,1,0,11755,39.6,A16,1,4,False
558,0,1,"Robbins, Mr. Victor",True,,0,0,PC 17757,227.525,,1,0,True
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",False,39.0,1,1,110413,79.65,E67,0,2,False
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",False,36.0,1,0,345572,17.4,,0,2,False
561,0,3,"Morrow, Mr. Thomas Rowan",True,,0,0,372622,7.75,,2,0,True
562,0,3,"Sivic, Mr. Husein",True,40.0,0,0,349251,7.8958,,0,0,False
563,0,2,"Norman, Mr. Robert Douglas",True,28.0,0,0,218629,13.5,,0,0,False
564,0,3,"Simmons, Mr. John",True,,0,0,SOTON/OQ 392082,8.05,,0,0,True
565,0,3,"Meanwell, Miss. (Marion Ogden)",False,,0,0,SOTON/O.Q. 392087,8.05,,0,1,True
566,0,3,"Davies, Mr. Alfred J",True,24.0,2,0,A/4 48871,24.15,,0,0,False
567,0,3,"Stoytcheff, Mr. Ilia",True,19.0,0,0,349205,7.8958,,0,0,False
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",False,29.0,0,4,349909,21.075,,0,2,False
569,0,3,"Doharr, Mr. Tannous",True,,0,0,2686,7.2292,,1,0,True
570,1,3,"Jonsson, Mr. Carl",True,32.0,0,0,350417,7.8542,,0,0,False
571,1,2,"Harris, Mr. George",True,62.0,0,0,S.W./PP 752,10.5,,0,0,False
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",False,53.0,2,0,11769,51.4792,C101,0,2,False
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",True,36.0,0,0,PC 17474,26.3875,E25,0,0,False
574,1,3,"Kelly, Miss. Mary",False,,0,0,14312,7.75,,2,1,True
575,0,3,"Rush, Mr. Alfred George John",True,16.0,0,0,A/4. 20589,8.05,,0,0,False
576,0,3,"Patchett, Mr. George",True,19.0,0,0,358585,14.5,,0,0,False
577,1,2,"Garside, Miss. Ethel",False,34.0,0,0,243880,13.0,,0,1,False
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",False,39.0,1,0,13507,55.9,E44,0,2,False
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",False,,1,0,2689,14.4583,,1,2,True
580,1,3,"Jussila, Mr. Eiriik",True,32.0,0,0,STON/O 2. 3101286,7.925,,0,0,False
581,1,2,"Christy, Miss. Julie Rachel",False,25.0,1,1,237789,30.0,,0,1,False
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",False,39.0,1,1,17421,110.8833,C68,1,2,False
583,0,2,"Downton, Mr. William James",True,54.0,0,0,28403,26.0,,0,0,False
584,0,1,"Ross, Mr. John Hugo",True,36.0,0,0,13049,40.125,A10,1,0,False
585,0,3,"Paulner, Mr. Uscher",True,,0,0,3411,8.7125,,1,0,True
586,1,1,"Taussig, Miss. Ruth",False,18.0,0,2,110413,79.65,E68,0,1,False
587,0,2,"Jarvis, Mr. John Denzil",True,47.0,0,0,237565,15.0,,0,0,False
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",True,60.0,1,1,13567,79.2,B41,1,0,False
589,0,3,"Gilinski, Mr. Eliezer",True,22.0,0,0,14973,8.05,,0,0,False
590,0,3,"Murdlin, Mr. Joseph",True,,0,0,A./5. 3235,8.05,,0,0,True
591,0,3,"Rintamaki, Mr. Matti",True,35.0,0,0,STON/O 2. 3101273,7.125,,0,0,False
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",False,52.0,1,0,36947,78.2667,D20,1,2,False
593,0,3,"Elsbury, Mr. William James",True,47.0,0,0,A/5 3902,7.25,,0,0,False
594,0,3,"Bourke, Miss. Mary",False,,0,2,364848,7.75,,2,1,True
595,0,2,"Chapman, Mr. John Henry",True,37.0,1,0,SC/AH 29037,26.0,,0,0,False
596,0,3,"Van Impe, Mr. Jean Baptiste",True,36.0,1,1,345773,24.15,,0,0,False
597,1,2,"Leitch, Miss. Jessie Wills",False,,0,0,248727,33.0,,0,1,True
598,0,3,"Johnson, Mr. Alfred",True,49.0,0,0,LINE,0.0,,0,0,False
599,0,3,"Boulos, Mr. Hanna",True,,0,0,2664,7.225,,1,0,True
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",True,49.0,1,0,PC 17485,56.9292,A20,1,4,False
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",False,24.0,2,1,243847,27.0,,0,2,False
602,0,3,"Slabenoff, Mr. Petco",True,,0,0,349214,7.8958,,0,0,True
603,0,1,"Harrington, Mr. Charles H",True,,0,0,113796,42.4,,0,0,True
604,0,3,"Torber, Mr. Ernst William",True,44.0,0,0,364511,8.05,,0,0,False
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",True,35.0,0,0,111426,26.55,,1,0,False
606,0,3,"Lindell, Mr. Edvard Bengtsson",True,36.0,1,0,349910,15.55,,0,0,False
607,0,3,"Karaic, Mr. Milan",True,30.0,0,0,349246,7.8958,,0,0,False
608,1,1,"Daniel, Mr. Robert Williams",True,27.0,0,0,113804,30.5,,0,0,False
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",False,22.0,1,2,SC/Paris 2123,41.5792,,1,2,False
610,1,1,"Shutes, Miss. Elizabeth W",False,40.0,0,0,PC 17582,153.4625,C125,0,1,False
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",False,39.0,1,5,347082,31.275,,0,2,False
612,0,3,"Jardin, Mr. Jose Neto",True,,0,0,SOTON/O.Q. 3101305,7.05,,0,0,True
613,1,3,"Murphy, Miss. Margaret Jane",False,,1,0,367230,15.5,,2,1,True
614,0,3,"Horgan, Mr. John",True,,0,0,370377,7.75,,2,0,True
615,0,3,"Brocklebank, Mr. William Alfred",True,35.0,0,0,364512,8.05,,0,0,False
616,1,2,"Herman, Miss. Alice",False,24.0,1,2,220845,65.0,,0,1,False
617,0,3,"Danbom, Mr. Ernst Gilbert",True,34.0,1,1,347080,14.4,,0,0,False
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",False,26.0,1,0,A/5. 3336,16.1,,0,2,False
619,1,2,"Becker, Miss. Marion Louise",False,4.0,2,1,230136,39.0,F4,0,1,False
620,0,2,"Gavey, Mr. Lawrence",True,26.0,0,0,31028,10.5,,0,0,False
621,0,3,"Yasbeck, Mr. Antoni",True,27.0,1,0,2659,14.4542,,1,0,False
622,1,1,"Kimball, Mr. Edwin Nelson Jr",True,42.0,1,0,11753,52.5542,D19,0,0,False
623,1,3,"Nakid, Mr. Sahid",True,20.0,1,1,2653,15.7417,,1,0,False
624,0,3,"Hansen, Mr. Henry Damsgaard",True,21.0,0,0,350029,7.8542,,0,0,False
625,0,3,"Bowen, Mr. David John ""Dai""",True,21.0,0,0,54636,16.1,,0,0,False
626,0,1,"Sutton, Mr. Frederick",True,61.0,0,0,36963,32.3208,D50,0,0,False
627,0,2,"Kirkland, Rev. Charles Leonard",True,57.0,0,0,219533,12.35,,2,4,False
628,1,1,"Longley, Miss. Gretchen Fiske",False,21.0,0,0,13502,77.9583,D9,0,1,False
629,0,3,"Bostandyeff, Mr. Guentcho",True,26.0,0,0,349224,7.8958,,0,0,False
630,0,3,"O'Connell, Mr. Patrick D",True,,0,0,334912,7.7333,,2,0,True
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",True,80.0,0,0,27042,30.0,A23,0,0,False
632,0,3,"Lundahl, Mr. Johan Svensson",True,51.0,0,0,347743,7.0542,,0,0,False
633,1,1,"Stahelin-Maeglin, Dr. Max",True,32.0,0,0,13214,30.5,B50,1,4,False
634,0,1,"Parr, Mr. William Henry Marsh",True,,0,0,112052,0.0,,0,0,True
635,0,3,"Skoog, Miss. Mabel",False,9.0,3,2,347088,27.9,,0,1,False
636,1,2,"Davis, Miss. Mary",False,28.0,0,0,237668,13.0,,0,1,False
637,0,3,"Leinonen, Mr. Antti Gustaf",True,32.0,0,0,STON/O 2. 3101292,7.925,,0,0,False
638,0,2,"Collyer, Mr. Harvey",True,31.0,1,1,C.A. 31921,26.25,,0,0,False
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",False,41.0,0,5,3101295,39.6875,,0,2,False
640,0,3,"Thorneycroft, Mr. Percival",True,,1,0,376564,16.1,,0,0,True
641,0,3,"Jensen, Mr. Hans Peder",True,20.0,0,0,350050,7.8542,,0,0,False
642,1,1,"Sagesser, Mlle. Emma",False,24.0,0,0,PC 17477,69.3,B35,1,4,False
643,0,3,"Skoog, Miss. Margit Elizabeth",False,2.0,3,2,347088,27.9,,0,1,False
644,1,3,"Foo, Mr. Choong",True,,0,0,1601,56.4958,,0,0,True
645,1,3,"Baclini, Miss. Eugenie",False,0.75,2,1,2666,19.2583,,1,1,False
646,1,1,"Harper, Mr. Henry Sleeper",True,48.0,1,0,PC 17572,76.7292,D33,1,0,False
647,0,3,"Cor, Mr. Liudevit",True,19.0,0,0,349231,7.8958,,0,0,False
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",True,56.0,0,0,13213,35.5,A26,1,4,False
649,0,3,"Willey, Mr. Edward",True,,0,0,S.O./P.P. 751,7.55,,0,0,True
650,1,3,"Stanley, Miss. Amy Zillah Elsie",False,23.0,0,0,CA. 2314,7.55,,0,1,False
651,0,3,"Mitkoff, Mr. Mito",True,,0,0,349221,7.8958,,0,0,True
652,1,2,"Doling, Miss. Elsie",False,18.0,0,1,231919,23.0,,0,1,False
653,0,3,"Kalvik, Mr. Johannes Halvorsen",True,21.0,0,0,8475,8.4333,,0,0,False
654,1,3,"O'Leary, Miss. Hanora ""Norah""",False,,0,0,330919,7.8292,,2,1,True
655,0,3,"Hegarty, Miss. Hanora ""Nora""",False,18.0,0,0,365226,6.75,,2,1,False
656,0,2,"Hickman, Mr. Leonard Mark",True,24.0,2,0,S.O.C. 14879,73.5,,0,0,False
657,0,3,"Radeff, Mr. Alexander",True,,0,0,349223,7.8958,,0,0,True
658,0,3,"Bourke, Mrs. John (Catherine)",False,32.0,1,1,364849,15.5,,2,2,False
659,0,2,"Eitemiller, Mr. George Floyd",True,23.0,0,0,29751,13.0,,0,0,False
660,0,1,"Newell, Mr. Arthur Webster",True,58.0,0,2,35273,113.275,D48,1,0,False
661,1,1,"Frauenthal, Dr. Henry William",True,50.0,2,0,PC 17611,133.65,,0,4,False
662,0,3,"Badt, Mr. Mohamed",True,40.0,0,0,2623,7.225,,1,0,False
663,0,1,"Colley, Mr. Edward Pomeroy",True,47.0,0,0,5727,25.5875,E58,0,0,False
664,0,3,"Coleff, Mr. Peju",True,36.0,0,0,349210,7.4958,,0,0,False
665,1,3,"Lindqvist, Mr. Eino William",True,20.0,1,0,STON/O 2. 3101285,7.925,,0,0,False
666,0,2,"Hickman, Mr. Lewis",True,32.0,2,0,S.O.C. 14879,73.5,,0,0,False
667,0,2,"Butler, Mr. Reginald Fenton",True,25.0,0,0,234686,13.0,,0,0,False
668,0,3,"Rommetvedt, Mr. Knud Paust",True,,0,0,312993,7.775,,0,0,True
669,0,3,"Cook, Mr. Jacob",True,43.0,0,0,A/5 3536,8.05,,0,0,False
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",False,,1,0,19996,52.0,C126,0,2,True
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",False,40.0,1,1,29750,39.0,,0,2,False
672,0,1,"Davidson, Mr. Thornton",True,31.0,1,0,F.C. 12750,52.0,B71,0,0,False
673,0,2,"Mitchell, Mr. Henry Michael",True,70.0,0,0,C.A. 24580,10.5,,0,0,False
674,1,2,"Wilhelms, Mr. Charles",True,31.0,0,0,244270,13.0,,0,0,False
675,0,2,"Watson, Mr. Ennis Hastings",True,,0,0,239856,0.0,,0,0,True
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",True,18.0,0,0,349912,7.775,,0,0,False
677,0,3,"Sawyer, Mr. Frederick Charles",True,24.5,0,0,342826,8.05,,0,0,False
678,1,3,"Turja, Miss. Anna Sofia",False,18.0,0,0,4138,9.8417,,0,1,False
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",False,43.0,1,6,CA 2144,46.9,,0,2,False
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",True,36.0,0,1,PC 17755,512.3292,B51 B53 B55,1,0,False
681,0,3,"Peters, Miss. Katie",False,,0,0,330935,8.1375,,2,1,True
682,1,1,"Hassab, Mr. Hammad",True,27.0,0,0,PC 17572,76.7292,D49,1,0,False
683,0,3,"Olsvigen, Mr. Thor Anderson",True,20.0,0,0,6563,9.225,,0,0,False
684,0,3,"Goodwin, Mr. Charles Edward",True,14.0,5,2,CA 2144,46.9,,0,0,False
685,0,2,"Brown, Mr. Thomas William Solomon",True,60.0,1,1,29750,39.0,,0,0,False
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",True,25.0,1,2,SC/Paris 2123,41.5792,,1,0,False
687,0,3,"Panula, Mr. Jaako Arnold",True,14.0,4,1,3101295,39.6875,,0,0,False
688,0,3,"Dakic, Mr. Branko",True,19.0,0,0,349228,10.1708,,0,0,False
689,0,3,"Fischer, Mr. Eberhard Thelander",True,18.0,0,0,350036,7.7958,,0,0,False
690,1,1,"Madill, Miss. Georgette Alexandra",False,15.0,0,1,24160,211.3375,B5,0,1,False
691,1,1,"Dick, Mr. Albert Adrian",True,31.0,1,0,17474,57.0,B20,0,0,False
692,1,3,"Karun, Miss. Manca",False,4.0,0,1,349256,13.4167,,1,1,False
693,1,3,"Lam, Mr. Ali",True,,0,0,1601,56.4958,,0,0,True
694,0,3,"Saad, Mr. Khalil",True,25.0,0,0,2672,7.225,,1,0,False
695,0,1,"Weir, Col. John",True,60.0,0,0,113800,26.55,,0,4,False
696,0,2,"Chapman, Mr. Charles Henry",True,52.0,0,0,248731,13.5,,0,0,False
697,0,3,"Kelly, Mr. James",True,44.0,0,0,363592,8.05,,0,0,False
698,1,3,"Mullens, Miss. Katherine ""Katie""",False,,0,0,35852,7.7333,,2,1,True
699,0,1,"Thayer, Mr. John Borland",True,49.0,1,1,17421,110.8833,C68,1,0,False
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",True,42.0,0,0,348121,7.65,F G63,0,0,False
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",False,18.0,1,0,PC 17757,227.525,C62 C64,1,2,False
702,1,1,"Silverthorne, Mr. Spencer Victor",True,35.0,0,0,PC 17475,26.2875,E24,0,0,False
703,0,3,"Barbara, Miss. Saiide",False,18.0,0,1,2691,14.4542,,1,1,False
704,0,3,"Gallagher, Mr. Martin",True,25.0,0,0,36864,7.7417,,2,0,False
705,0,3,"Hansen, Mr. Henrik Juul",True,26.0,1,0,350025,7.8542,,0,0,False
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",True,39.0,0,0,250655,26.0,,0,0,False
707,1,2,"Kelly, Mrs. Florence ""Fannie""",False,45.0,0,0,223596,13.5,,0,2,False
708,1,1,"Calderhead, Mr. Edward Pennington",True,42.0,0,0,PC 17476,26.2875,E24,0,0,False
709,1,1,"Cleaver, Miss. Alice",False,22.0,0,0,113781,151.55,,0,1,False
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",True,,1,1,2661,15.2458,,1,3,True
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",False,24.0,0,0,PC 17482,49.5042,C90,1,4,False
712,0,1,"Klaber, Mr. Herman",True,,0,0,113028,26.55,C124,0,0,True
713,1,1,"Taylor, Mr. Elmer Zebley",True,48.0,1,0,19996,52.0,C126,0,0,False
714,0,3,"Larsson, Mr. August Viktor",True,29.0,0,0,7545,9.4833,,0,0,False
715,0,2,"Greenberg, Mr. Samuel",True,52.0,0,0,250647,13.0,,0,0,False
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",True,19.0,0,0,348124,7.65,F G73,0,0,False
717,1,1,"Endres, Miss. Caroline Louise",False,38.0,0,0,PC 17757,227.525,C45,1,1,False
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",False,27.0,0,0,34218,10.5,E101,0,1,False
719,0,3,"McEvoy, Mr. Michael",True,,0,0,36568,15.5,,2,0,True
720,0,3,"Johnson, Mr. Malkolm Joackim",True,33.0,0,0,347062,7.775,,0,0,False
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",False,6.0,0,1,248727,33.0,,0,1,False
722,0,3,"Jensen, Mr. Svend Lauritz",True,17.0,1,0,350048,7.0542,,0,0,False
723,0,2,"Gillespie, Mr. William Henry",True,34.0,0,0,12233,13.0,,0,0,False
724,0,2,"Hodges, Mr. Henry Price",True,50.0,0,0,250643,13.0,,0,0,False
725,1,1,"Chambers, Mr. Norman Campbell",True,27.0,1,0,113806,53.1,E8,0,0,False
726,0,3,"Oreskovic, Mr. Luka",True,20.0,0,0,315094,8.6625,,0,0,False
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",False,30.0,3,0,31027,21.0,,0,2,False
728,1,3,"Mannion, Miss. Margareth",False,,0,0,36866,7.7375,,2,1,True
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",True,25.0,1,0,236853,26.0,,0,0,False
730,0,3,"Ilmakangas, Miss. Pieta Sofia",False,25.0,1,0,STON/O2. 3101271,7.925,,0,1,False
731,1,1,"Allen, Miss. Elisabeth Walton",False,29.0,0,0,24160,211.3375,B5,0,1,False
732,0,3,"Hassan, Mr. Houssein G N",True,11.0,0,0,2699,18.7875,,1,0,False
733,0,2,"Knight, Mr. Robert J",True,,0,0,239855,0.0,,0,0,True
734,0,2,"Berriman, Mr. William John",True,23.0,0,0,28425,13.0,,0,0,False
735,0,2,"Troupiansky, Mr. Moses Aaron",True,23.0,0,0,233639,13.0,,0,0,False
736,0,3,"Williams, Mr. Leslie",True,28.5,0,0,54636,16.1,,0,0,False
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",False,48.0,1,3,W./C. 6608,34.375,,0,2,False
738,1,1,"Lesurer, Mr. Gustave J",True,35.0,0,0,PC 17755,512.3292,B101,1,0,False
739,0,3,"Ivanoff, Mr. Kanio",True,,0,0,349201,7.8958,,0,0,True
740,0,3,"Nankoff, Mr. Minko",True,,0,0,349218,7.8958,,0,0,True
741,1,1,"Hawksford, Mr. Walter James",True,,0,0,16988,30.0,D45,0,0,True
742,0,1,"Cavendish, Mr. Tyrell William",True,36.0,1,0,19877,78.85,C46,0,0,False
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",False,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,1,1,False
744,0,3,"McNamee, Mr. Neal",True,24.0,1,0,376566,16.1,,0,0,False
745,1,3,"Stranden, Mr. Juho",True,31.0,0,0,STON/O 2. 3101288,7.925,,0,0,False
746,0,1,"Crosby, Capt. Edward Gifford",True,70.0,1,1,WE/P 5735,71.0,B22,0,4,False
747,0,3,"Abbott, Mr. Rossmore Edward",True,16.0,1,1,C.A. 2673,20.25,,0,0,False
748,1,2,"Sinkkonen, Miss. Anna",False,30.0,0,0,250648,13.0,,0,1,False
749,0,1,"Marvin, Mr. Daniel Warner",True,19.0,1,0,113773,53.1,D30,0,0,False
750,0,3,"Connaghton, Mr. Michael",True,31.0,0,0,335097,7.75,,2,0,False
751,1,2,"Wells, Miss. Joan",False,4.0,1,1,29103,23.0,,0,1,False
752,1,3,"Moor, Master. Meier",True,6.0,0,1,392096,12.475,E121,0,3,False
753,0,3,"Vande Velde, Mr. Johannes Joseph",True,33.0,0,0,345780,9.5,,0,0,False
754,0,3,"Jonkoff, Mr. Lalio",True,23.0,0,0,349204,7.8958,,0,0,False
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",False,48.0,1,2,220845,65.0,,0,2,False
756,1,2,"Hamalainen, Master. Viljo",True,0.67,1,1,250649,14.5,,0,3,False
757,0,3,"Carlsson, Mr. August Sigfrid",True,28.0,0,0,350042,7.7958,,0,0,False
758,0,2,"Bailey, Mr. Percy Andrew",True,18.0,0,0,29108,11.5,,0,0,False
759,0,3,"Theobald, Mr. Thomas Leonard",True,34.0,0,0,363294,8.05,,0,0,False
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",False,33.0,0,0,110152,86.5,B77,0,4,False
761,0,3,"Garfirth, Mr. John",True,,0,0,358585,14.5,,0,0,True
762,0,3,"Nirva, Mr. Iisakki Antino Aijo",True,41.0,0,0,SOTON/O2 3101272,7.125,,0,0,False
763,1,3,"Barah, Mr. Hanna Assi",True,20.0,0,0,2663,7.2292,,1,0,False
764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",False,36.0,1,2,113760,120.0,B96 B98,0,2,False
765,0,3,"Eklund, Mr. Hans Linus",True,16.0,0,0,347074,7.775,,0,0,False
766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",False,51.0,1,0,13502,77.9583,D11,0,2,False
767,0,1,"Brewe, Dr. Arthur Jackson",True,,0,0,112379,39.6,,1,4,True
768,0,3,"Mangan, Miss. Mary",False,30.5,0,0,364850,7.75,,2,1,False
769,0,3,"Moran, Mr. Daniel J",True,,1,0,371110,24.15,,2,0,True
770,0,3,"Gronnestad, Mr. Daniel Danielsen",True,32.0,0,0,8471,8.3625,,0,0,False
771,0,3,"Lievens, Mr. Rene Aime",True,24.0,0,0,345781,9.5,,0,0,False
772,0,3,"Jensen, Mr. Niels Peder",True,48.0,0,0,350047,7.8542,,0,0,False
773,0,2,"Mack, Mrs. (Mary)",False,57.0,0,0,S.O./P.P. 3,10.5,E77,0,2,False
774,0,3,"Elias, Mr. Dibo",True,,0,0,2674,7.225,,1,0,True
775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",False,54.0,1,3,29105,23.0,,0,2,False
776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",True,18.0,0,0,347078,7.75,,0,0,False
777,0,3,"Tobin, Mr. Roger",True,,0,0,383121,7.75,F38,2,0,True
778,1,3,"Emanuel, Miss. Virginia Ethel",False,5.0,0,0,364516,12.475,,0,1,False
779,0,3,"Kilgannon, Mr. Thomas J",True,,0,0,36865,7.7375,,2,0,True
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",False,43.0,0,1,24160,211.3375,B3,0,2,False
781,1,3,"Ayoub, Miss. Banoura",False,13.0,0,0,2687,7.2292,,1,1,False
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",False,17.0,1,0,17474,57.0,B20,0,2,False
783,0,1,"Long, Mr. Milton Clyde",True,29.0,0,0,113501,30.0,D6,0,0,False
784,0,3,"Johnston, Mr. Andrew G",True,,1,2,W./C. 6607,23.45,,0,0,True
785,0,3,"Ali, Mr. William",True,25.0,0,0,SOTON/O.Q. 3101312,7.05,,0,0,False
786,0,3,"Harmer, Mr. Abraham (David Lishin)",True,25.0,0,0,374887,7.25,,0,0,False
787,1,3,"Sjoblom, Miss. Anna Sofia",False,18.0,0,0,3101265,7.4958,,0,1,False
788,0,3,"Rice, Master. George Hugh",True,8.0,4,1,382652,29.125,,2,3,False
789,1,3,"Dean, Master. Bertram Vere",True,1.0,1,2,C.A. 2315,20.575,,0,3,False
790,0,1,"Guggenheim, Mr. Benjamin",True,46.0,0,0,PC 17593,79.2,B82 B84,1,0,False
791,0,3,"Keane, Mr. Andrew ""Andy""",True,,0,0,12460,7.75,,2,0,True
792,0,2,"Gaskell, Mr. Alfred",True,16.0,0,0,239865,26.0,,0,0,False
793,0,3,"Sage, Miss. Stella Anna",False,,8,2,CA. 2343,69.55,,0,1,True
794,0,1,"Hoyt, Mr. William Fisher",True,,0,0,PC 17600,30.6958,,1,0,True
795,0,3,"Dantcheff, Mr. Ristiu",True,25.0,0,0,349203,7.8958,,0,0,False
796,0,2,"Otter, Mr. Richard",True,39.0,0,0,28213,13.0,,0,0,False
797,1,1,"Leader, Dr. Alice (Farnham)",False,49.0,0,0,17465,25.9292,D17,0,4,False
798,1,3,"Osman, Mrs. Mara",False,31.0,0,0,349244,8.6833,,0,2,False
799,0,3,"Ibrahim Shawah, Mr. Yousseff",True,30.0,0,0,2685,7.2292,,1,0,False
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",False,30.0,1,1,345773,24.15,,0,2,False
801,0,2,"Ponesell, Mr. Martin",True,34.0,0,0,250647,13.0,,0,0,False
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",False,31.0,1,1,C.A. 31921,26.25,,0,2,False
803,1,1,"Carter, Master. William Thornton II",True,11.0,1,2,113760,120.0,B96 B98,0,3,False
804,1,3,"Thomas, Master. Assad Alexander",True,0.42,0,1,2625,8.5167,,1,3,False
805,1,3,"Hedman, Mr. Oskar Arvid",True,27.0,0,0,347089,6.975,,0,0,False
806,0,3,"Johansson, Mr. Karl Johan",True,31.0,0,0,347063,7.775,,0,0,False
807,0,1,"Andrews, Mr. Thomas Jr",True,39.0,0,0,112050,0.0,A36,0,0,False
808,0,3,"Pettersson, Miss. Ellen Natalia",False,18.0,0,0,347087,7.775,,0,1,False
809,0,2,"Meyer, Mr. August",True,39.0,0,0,248723,13.0,,0,0,False
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",False,33.0,1,0,113806,53.1,E8,0,2,False
811,0,3,"Alexander, Mr. William",True,26.0,0,0,3474,7.8875,,0,0,False
812,0,3,"Lester, Mr. James",True,39.0,0,0,A/4 48871,24.15,,0,0,False
813,0,2,"Slemen, Mr. Richard James",True,35.0,0,0,28206,10.5,,0,0,False
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",False,6.0,4,2,347082,31.275,,0,1,False
815,0,3,"Tomlin, Mr. Ernest Portage",True,30.5,0,0,364499,8.05,,0,0,False
816,0,1,"Fry, Mr. Richard",True,,0,0,112058,0.0,B102,0,0,True
817,0,3,"Heininen, Miss. Wendla Maria",False,23.0,0,0,STON/O2. 3101290,7.925,,0,1,False
818,0,2,"Mallet, Mr. Albert",True,31.0,1,1,S.C./PARIS 2079,37.0042,,1,0,False
819,0,3,"Holm, Mr. John Fredrik Alexander",True,43.0,0,0,C 7075,6.45,,0,0,False
820,0,3,"Skoog, Master. Karl Thorsten",True,10.0,3,2,347088,27.9,,0,3,False
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",False,52.0,1,1,12749,93.5,B69,0,2,False
822,1,3,"Lulic, Mr. Nikola",True,27.0,0,0,315098,8.6625,,0,0,False
823,0,1,"Reuchlin, Jonkheer. John George",True,38.0,0,0,19972,0.0,,0,4,False
824,1,3,"Moor, Mrs. (Beila)",False,27.0,0,1,392096,12.475,E121,0,2,False
825,0,3,"Panula, Master. Urho Abraham",True,2.0,4,1,3101295,39.6875,,0,3,False
826,0,3,"Flynn, Mr. John",True,,0,0,368323,6.95,,2,0,True
827,0,3,"Lam, Mr. Len",True,,0,0,1601,56.4958,,0,0,True
